Hotel_Name,Review_Title,Review,Reviewer_Score,date
ibis Manchester Centre 96 Portland Street (new ibis rooms) Hotel,"Great location, awful food","The hotel itself was great value, very good location, spotlessly clean and  walking distance to main sights. Breakfast was nearly £10, cold bacon, sausage and egg in a box like McDonalds only stone cold. Dried up watermelon was the only fruit, just a few boxes of basic cereal. Coffee also cold. I don't normally complain but refused to pay for this rubbish. Next day went next door to Premier In  and for the same price had a lovely buffet breakfast",30,February 2020
ibis Manchester Centre 96 Portland Street (new ibis rooms) Hotel,Good stay in Manchester City Centre,"Good bits:  * Location (close to Manchester Oxford Road, Tram etc.) * Bed comfortable and I had a good night's sleep without noise disturbance * Clean and tidy throughout the public areas and my sleeping area * Friendly staff * Had a lovely pizza for dinner and a reasonable drinks selection available * Breakfast choices - loved the overnight oats!  Not so good bits:  *Wi-fi signal was intermittent * The TV 'froze' a few times",40,February 2020
ibis Manchester Centre 96 Portland Street (new ibis rooms) Hotel,Now our go-to spot in Manchester!,"We have stayed here a number of times when attending gigs or nights out in Manchester and it is a great hotel. Check in is easy- they don't even have a desk, its all done on a phone! And the rooms are modern- the bathroom is plastic!  We find the location of this hotel most appealing as it is in walking distance to pretty much everywhere.",50,February 2020
Malmaison Manchester,Short stay,"We booked a Saturday night in August. The staff were friendly and we felt welcomed. The Room was cosy and clean with a busy city view. We had a great evening meal in the hotel restaurant, tasty dishes and good service.   There was an incident in the night with a fight in the next room and the police were called, so we did not have a good night’s sleep. However, we will consider to go back again in the future as the hotel staff handled disruption very professional next morning.",40,August 2020
Malmaison Manchester,Really nice hotel,Stayed here on business.... odd atmosphere given how quiet the hotel was... felt like I was only one there.... clearly not the hotels fault... just another impact from COVID.  But hotel upgraded me to a great room.... not sure why more hotels don’t do this as it’s a great way of promoting the hotel for the future.   Receptionist was great and really friendly... and a credit to malmaison.  Will always stay there when I say in Leeds ,50,November 2020
Malmaison Manchester,Very comfortable beds,Stayed at this place while visiting a student at Manchester uni before lockdown.  She was so happy to get a good night's sleep for a change.  It was raining so we mostly lived on room service and everything was perfect.,40,January 2020
Malmaison Manchester,Should have been better,"A number of issues with the room which you would not be expect from a 4* - AC not working making the room stifling, bin not emptied even though it was full, no glasses to enjoy a night cap, toilet roll rationing in effect, and only 1 bed side cabinet.  Breakfast was OK, but there was an additional charge for a full English - not clear/obvious when booking B&B.  Overall, a tad disappointing.",20,November 2020
Malmaison Manchester,Colourful,"Wonderfully decorative and well designed, unfortunately this does not aid In a good nights sleep, and the busy city easily carries through the thin windows. Dinner was something of a shambles though breakfast was fine.",30,October 2020
The Manchester View,OUTSTANDING GETAWAY SPOT!!!!,"We love this place!!! Beautiful, spacious, immaculate room with fireplace and fabulous view. Wonderful staff...very friendly and accommodating. Our top of the list ""go-to"" relaxing and safe place. Great take-out breakfasts as well!",50,February 2021
The Manchester View,Great,"Clean, charming and wonderfully pet friendly! Dog dishes and biscuits provided which was very sweet. Enjoyed two nights and skiing. Would stay here again. Thanks Manchester View and trip advisor!!!!!!",50,February 2021
The Manchester View,"Overall stay was very pleasant, the hotel did everything that they can to ensure an enjoyable stay","The Manchester View is an exceptional hotel, with amazing accommodations. The room was spacious, and the complimentary breakfast was delicious. Housekeepers came everyday to clean the room, even if it was not requested. Overall, the hotel did everything in its power to make our stay enjoyable.",50,February 2021
The Manchester View,First timers at Manchester View,"Enjoyed a 3-day weekend in the Pearl Buck suite. The suite was spacious, clean, quiet, and in good condition overall, except for one of the window locks.  The king bed was comfortable. No safety concerns re Covid. Enjoyed the gas fireplace. The breakfast was basic yet appreciated. Nice & helpful staff. The hiking trails at Equinox Preservation & Pond were great.  High grades for: Ye Old Tavern (dinner) Mystic Cafe & Wine Bar (lunch). Rooster Cafe (lunch) Above All Vermont store Manchester Woodcraft Dorset Farmers Market  ",40,October 2020
The Manchester View,Lovely,"The room was immaculate and spacious, the staff was super friendly, the cleaning crew diligent, HUGE bathroom and shower, Jacuzzi tub (nice bonus)  very comfy bed, gas fireplace and private deck -  all were much better in person than the photos online. We found a ""Happy Anniversary"" note and box of chocolates left in the room for us - which was a very thoughtful touch.  The views of the fall foliage from our deck and windows were gorgeous and the town and area offer a lot to do even during a pandemic. My husband and I were only in town for 2 days to celebrate our 3rd Anniversary - but will certainly return to the Manchester View the next time we visit Vermont.",50,October 2020
Mercure Manchester Piccadilly Hotel,Accommodating Staff,"I am new in the city and fresh in the UK, Anxiety and fear of being a solo traveler is something that can be experienced by anyone whatever opportunity that bring theme here. That feeling was completely gone when I went to reception and met Dan, the staff behind the desk at that point in time. He is hospitable in all aspects . He was catering to another guest when I arrived, solved her room key problems and immediately attend to my needs with 100% kindness. Surely this is a trip I will never forget! #CongratulationsMercure for having reliable staffs!",50,March 2021
Mercure Manchester Piccadilly Hotel,Rough around the edges but excellent customer service,"The Mercure Manchester Piccadilly might be a little rough around the edges in terms of decor and furnishings however you will not find a finer hotel for the hospitality that you will receive.  All of the staff that I interacted with from reception to housekeeping were exceptionally friendly, professional and efficient, nothing was too much trouble and all aimed to ensure that your stay was exceptional; going that extra mile without question.  The hotel requires a little TLC, some of the furnishings and decor are a little dated yet functional. The outside needs a very good clean.  The bed was extremely comfortable and was complimented with superb pillows and duvet which were encased in nice crisp white linen.  The hotel was clean and tidy; the Covid 19 protocols and protection in",50,February 2021
Mercure Manchester Piccadilly Hotel,Amazing customer service,Perfect location & amazing customer service. I always stay at The Mercure when working in Manchester. Dan recognised me straight away when he saw me checked in and even asked if I was happy with my last stay :) Got lucky to be 'Guest of the day' and the room was fantastic. Will definitely recommend the hotel to friends and family.,50,February 2021
Mercure Manchester Piccadilly Hotel,Nhs worker,I’m a doctor and my work requires me to travel. Dani and Sam were absolutely phenomenal. They made me feel welcome and I was also the guest of the day although more like for 2 days. I stayed for two nights and I felt as though it was home from home. They were kind enough to give me complimentary parking as it is £20 a day. But those two guys very welcoming and extremely frindelh. Highly recommend they’ll make you feel like family,50,January 2021
Mercure Manchester Piccadilly Hotel,Great experience at these difficult times,I had to travel in Manchester and stay there overnight for business reasons. I had an excellent experience and Sam from the reception team made me feel welcomed and provided all necessary information required to know during my stay.  I was the lucky guest of the day and got upgraded to a suite room which was the best part of my work trip!   Highly recommended hotel and fantastic staff experience.,50,January 2021
Premier Inn Manchester City Centre (Arena/Printworks) Hotel,"Great hotel, great rates.","I’ll be honest it doesn’t look the most inviting from the outside, but as soon once inside it’s actually abit more modern looking than a lot of the premier inns I’ve stayed in.   The receptionist was lovely, really warm and welcoming,  We did have an issue with very loud noise above us, banging and screaming ( room with 4/5 children in, can’t be helped). We asked to move, no problem at all, changed the room straightaway, again brilliant staff.  The room was really large, clean, and comfortable and good nights sleep.  For the price and location would recommend to anyone, we will definitely stay again.",50,October 2020
Premier Inn Manchester City Centre (Arena/Printworks) Hotel,Great base for Manchester shopping,Stayed in this hotel previously - with lacklustre service but this time totally different. Went for a post-Covid shop in Manchester with 16 yr old grandaughter.  Arrived at 10.30 and was met by very pleasant and efficient young man who said our room was ready immediately which was great to drop cases and head out in the pouring rain. However although I had booked a twin room on line we had been given a double. No-one on Reception as we headed out so on our return around 4 we informed same young man of problem and he immediately gave us another room (easier I suppose with a half empty hotel). Room extremely spacious so plenty room to put shopping! Updated room was clean and bathroom immaculate. On 7th floor so good view of the canal despite the torrential rain. This hotel ideal,50,August 2020
Premier Inn Manchester City Centre (Arena/Printworks) Hotel,Comfy spacious room,"We booked one night at this hotel as a little night away and couldn’t fault the room and the service that reception and breakfast staff gave us. We were unfortunate enough to have our rear window smashed and the car broken into whilst it was parked in the hotel car park. This obviously put a dampener on our night away, however could not fault the staff at the hotel. Very understanding and sympathetic and provided us with a tea and coffee and a place to sit to sort out insurance etc. Would especially like to thank Ryan at reception for helping us to clear out some of the glass from the car even when it was pouring with rain.",40,October 2020
Premier Inn Manchester City Centre (Arena/Printworks) Hotel,Great stay,"Visited for two nights recently and was really impressed. Great location for city centre with less than a 10 minute walk meaning you don't need to worry about getting taxis.  We found the room very spacious with everything that was needed and that you'd expect. Additional pillows, towels and bedding etc was available on request as was an iron and the staff were more than happy to supply things as necessary. There wasn't a phone in the room meaning we had to go down to reception to request additional items which although not a huge issue would have made more sense to have a phone in the room especially when they advertise the front desk number in the room.  We had breakfast both mornings and again were very satisfied with this. Very reasonably priced and includes everything you",50,September 2020
Premier Inn Manchester City Centre (Arena/Printworks) Hotel,Pleasant Stay,First time staying here and was pleasantly surprised location is right next to Arndale Shopping centre we had 2 rooms as thought 1 might be a bit cramped for family of 4 so we got a family room and double room the family room was very spacious and would have fitted 4 of us no problem. Receptionist at check in check out very pleasant restaurant only open for breakfast it was all you can eat but still only table service bar was closed. Overall a great hotel we will return when things settle down again,50,September 2020
Premier Inn Manchester City (Piccadilly) hotel,Excellent Customer Serrvice,"The Premier Inn Manchester Piccadilly stands out from the crowd in this hotel brand thanks to its superb employees. In welcoming me to the hotel and dealing with some issues the staff went the extra mile to assist me, doing this in a friendly and professional manner, making me feel valued as a customer and not just another booking reference number which is the case at some of the other Premier Inn in the UK.  Location is very good for Manchester Piccadilly Mainline Train Station together with all the amenities that Manchester City Centre has to offer include on the doorstep the trendy Northern Quarter.  The rooms are standard Premier Inn, exceptionally clean and in good decorative order (the corridor could do with a lick of paint). The television was new and the ultimate Wi-Fi",40,March 2021
Premier Inn Manchester City (Piccadilly) hotel,Super hotel,"This is a great hotel, clean, quiet (even with all the building work going on outside) and a great location. I chose one of the premier plus rooms this time and was not disappointed, it was a delight to stay in and such value for money. The staff are lovely, really pleasant and always helpful. The new breakfast arrangements were done really well with table service and screens between tables. Hand sanitisers everywhere, it was a pleasure to stay and felt very safe in these strange times. I can't rate this hotel and it's staff high enough and am looking forward to staying here again very soon.",50,September 2020
Premier Inn Manchester City (Piccadilly) hotel,"Nice staff ,bit dated and not the cleanest",Staff very friendly and welcoming despite current situation  Stayed in many premier inns and this just seemed a bit dated in need of a refurb lots of scuffs on walls etc  Bathroom had black mould in areas apart from that handy location,30,February 2021
Premier Inn Manchester City (Piccadilly) hotel,Outstanding Customer Service,"The hotel is in a very handy location, approximately 5 minutes walk from Piccadilly station. The room was extremely clean. By far the most notable quality of the hotel is the accommodating quality of the staff; they were beyond helpful. One member of the reception team was particularly helpful during my stay when I had to return home early due to lockdown. I believe she was just about to retire soon after my stay approximately 6 weeks ago and her name was Brenda. An overall great experience!",50,November 2020
Premier Inn Manchester City (Piccadilly) hotel,Decent location but not much to the rooms,"I was staying there 3 nights on a business trip.  The hotel was in an ideal location (close to the station and to town) which was ideal. The reception staff was welcoming. The rooms were basic, beds were confortable, but they lacked anything to stand out. This hotel is ideal if you are only in the room to sleep, because there wifi is awful. And im sorry I am not going to pay 5 pounds a day for premium Wifi, its 2020 people, wifi should be fast and free in any hotel.   Overall, good sleep, but if you plan on spending a lot of time in the hotel room i would look somewhere else.",30,December 2020
INNSIDE Manchester,Nice Location and Pleasant Staff,"The location has been perfect for my stay in Manchester, Very safe and COVID secure. My room had a really nice view. The staff were brilliant. Hajinson and Andy G are great lads and were very pleasant guys. They are a great duo and made my stay especially my extended stay at the hotel very relaxing while providing an outstanding service.👏🏾",50,December 2020
INNSIDE Manchester,Perfect Location,"This is the first time that we have stayed at a different hotel when visiting Manchester and I have to say you won’t be disappointed if you stay here.   We paid a little extra for a city view room and it was worth it. The view was amazing.   The hotel room was large and very modern with a walk in rain shower which certainly woke you up in the morning.   The hotel is in a prime location for the bars and restaurants on First Street and the hotel is only a short walk from Oxford Road and Deansgate stations.   The staff were very welcoming and friendly even in these troubling times. They could not do enough to make sure the guests stayed safe.   Everything in the room was wrapped in plastic after it had been disinfected, the cleaners had done a fantastic job.   The bed was very",50,October 2020
INNSIDE Manchester,Disappointing,Hoped for a Christmas respite due to moving home but instead received a Christmas disappointment. Breakfast was particularly poor even with COVID restrictions. Choice of room service was very limited too. ,30,December 2020
INNSIDE Manchester,Overall very good,Overall we had a lovely stay. Was during covid and the area was in tier 3 so not many things going on. But that's how we like it to be honest.  Place was very clean and the staff friendly and helpful.  Only issue was exposure of bath to the room. The screen only covered half of the bath and the exposed area faced directly into the room by the bed. Could very easily get water everywhere.,40,December 2020
INNSIDE Manchester,Best for the best,"I stayed with my team in the hotel for five days and it set very high the standards on what i want from now on during my stay in amy hotel.  Despite these hard times, the people i Interact with, were (and are) amazing. Big shout to :Jovita (geia sou), the Greek cute guy in the restaurant and Jennifer im the convention Room. Exceptional and amazing design, bed (divine), view, bath, location.   You made me love Manchester.  Keep strong, soon you ll be back...  Chris",50,October 2020
Crowne Plaza Manchester City Centre,Very helpful ,I always choose to stay here for work and when visiting. Through the booking stage during covid the staff and management handled the situation very well and were very nice which is much appreciated when dealing with these stressful unforeseen issues at the moment which. I hope to visit soon. ,50,December 2020
Crowne Plaza Manchester City Centre,No complaints,"First time staying at the crowne plaza Manchester and was very impressed. Check in was quick and easy and the woman on the desk (I forget her name) was very friendly and helpful.  Upon checking in, I was pleasantly surprised to find out that I'd been given a complimentary room upgrade from a queen room to a junior suite. This was probably due to the fact that they were at low capacity due to the covid nonsense, but a nice gesture nonetheless. My room (701) was spacious, clean and modern. All in all I had a very good stay and thanks for the complimentary late checkout!  Hopefully be back soon.",50,November 2020
Crowne Plaza Manchester City Centre,Sports Event,"I don't think I even have the words to tell how exceptional this group is. I would recommend Crowne Plaza Manchester City Centre to anyone who goes to the city. We organised one of our biggest events there and it was a pleasure to work with these guys. From day one when I met Bob he made me feel at ease that everything will go to plan. As you know when you plan a live event nothing ever goes to plan but this team somehow resolved everything magically. Balazs, Joana, Kim, Bob, the ladies who served our breakfast, reception team, EVERYONE was exceptionally helpful, hospitable, positive, welcoming, smiley and polite! Thank you guys Evi Mylona",50,September 2020
Crowne Plaza Manchester City Centre,Extremely disappointed,"I have a huge complaint to make. I need an email address or contact number where someone actually picks up so I can put forward my complaint.   Very briefly, I’ve been double charged and was given incorrect information by the hotel staff. It was my first time staying at a Crowne Plaza and the staff wasn’t helpful!!! I want a full refund for a stay that didn’t even take place!!!  Absolutely disappointed and frustrated with the service I’ve received.",10,November 2020
Crowne Plaza Manchester City Centre,First time in a Crowne Plaza - very good stay,"This was our first time in a Crowne Plaza hotel, and tried it instead of our usual Manchester choice to try something different.  We stayed as a family of three on a Thursday evening in a double double room with two double beds, breakfast and local parking included in the rate, booking direct with the hotel on their website for £75 - very reasonable   The hotel is in a prime location, minutes walk from both the print works and the arndale. There’s a spar shop a minutes walk away too for anything you need.   Reception staff were particularly pleasant with a fast check in, we were in our room within a few minutes. The corridors are plain and simple in a black and white theme, nothing special and we got a sense of budget in these areas, but the rooms are much nicer.  Rooms are a",50,October 2020
Premier Inn Manchester Central hotel,Solange is amazing!,"Had amazing service when we asked for some requests, Solange was quick to help us and was so lovely! Her customer service was incredible. Would definitely recommend this hotel for a stay in Manchester!",50,October 2020
Premier Inn Manchester Central hotel,Great Location,Stayed here for one night on 08/09/2020. Two minute walk from Oxford rd train station. Very good location for all shops and bars. Hotel was very clean and the staff were great. I would go back to this hotel again.,50,September 2020
Premier Inn Manchester Central hotel,Great!,Great location  Lovely service  Fantastic rooms!  Would highly recommend and would stay again.  It was covid safe and very clean  Very central location and close to all amenities  Rooms were clean and fresh,50,September 2020
Premier Inn Manchester Central hotel,Brilliant breakfast,"Decent hotel, right in the middle of everything. Outstanding breakfast, cereals(all named brands), full english(all good quality and beautifully cooked) toast(selection of marmalade or jams) and pastries! All served with a smile and care by Tracy. Only £8.99. Difficult to beat on price or quality anywhere.",50,September 2020
Premier Inn Manchester Central hotel,Amazing,Staff are so accommodating nothing is too much trouble ensuring you have safe and pleasant stay. Rooms are very clean. Highly recommended.  Table table restaurant equally as good and again staff customer focused.,50,September 2020
Manchester Marriott Victoria & Albert Hotel,Amazing stay,My partner and I stayed here in September 2020. The world was in tier 3 so not much of the Manchester east in teir 3 which was an absolute shame as it's new refurbished bar looked amazing.  We were lucky enough to be put into a brand new room which noone had stayed in. It was beautiful.  The bed was extremely comfortable.  It was spotless clean and it had the most amazing shower.  I cant praise this hotel and its staff enough. We cant wait to get back when its fully opened to enjoy all of its facilities. If you're  a Manchester United fan you will definitely enjoy this hotel with its tribute to United in the reception area and its united themed suites .,50,September 2020
Manchester Marriott Victoria & Albert Hotel,Very Honest Review,"I booked this hotel as a little escapism in these troubling times and had a very mixed experience here, so thought I would share both the positives and negatives.   Firstly, the hotel is gorgeous, lovely place to be and really close to Spinningfields/Deansgate so great location if you're heading out for the evening. Every single member of staff I came across was absolutely wonderful, and a special thank you to the lovely lady who upgraded me on check in, a really nice touch.  Unfortunately my issues lie with the room itself. Basic things really that weren't functional, such as the shower was not warm at all (very tepid temperature) even on the hottest setting, and TV was terrible. Not compatible with fire sticks etc and there was no option to hire films, which really was a shame",30,October 2020
Manchester Marriott Victoria & Albert Hotel,Lovely hotel,"We had a one night stay at this hotel during the pandemic. The staff were very friendly and helpful in keeping everyone safe. The room, overlooking the river, was very comfortable and clean. The breakfast was filling and delicious. We will definitely stay here again when out in central Manchester. ",50,October 2020
Manchester Marriott Victoria & Albert Hotel,Phenomenal,Lovely staff with a great attitude. A very clean hotel and Room was immaculate. I have stayed in many hotels over the years with work and this breakfast is one of the best I have ever had. you will not be disappointed.,50,October 2020
Manchester Marriott Victoria & Albert Hotel,Wonderful stay.,We stayed here in the beginning of January 2020. The Hotel itself is slightly different. Old building But decor was modern. Really enjoyed the stay here. Only downside was dull Breakfast menu. We will be back.,50,January 2020
ABode Manchester,Great hotel!,"We were a bit worried about travelling in these times but took the plunge. So glad we did as this hotel is one of the nicest we’ve stayed in.  Check in was swift and easy. Giles took my temperature. I was a bit concerned as I’m menopausal, but it was fine. Our room (Angel Suite) was beautiful and with a hint of being gothic. The bed was so large and comfy. It had everything we needed.  Breakfast was in the form of a hamper with bread, cheese, cereal, fruit, tea and coffee and more..... but I did miss a bacon butty. I’m sure when the time is right, the hotel will reintroduce hot food. We were aware before we arrived that there would be no restaurant or bar. This was a shame, but didn’t ruin the break. It would have been nice to have a cocktail or two or some nibbles. But we just",50,October 2020
ABode Manchester,Perfection,Free upgrade to a beautiful room and the most friendly staff you could ask for. Didn’t catch the guy in the morning at reception but he was great. Omär and lee were so easy to talk to and offered us some great bars to visit. Thankyou so much you were amazing! ,50,October 2020
ABode Manchester,A fabulous stay in trying times,"Centrally located, calm oasis - restaurant and bar not open but the breakfast hamper that cam eto my room was fabulous, all with that extra.  The hotel is one of my favourites in the country and their response to covid has proved that they really do treat their customers with care",50,September 2020
ABode Manchester,"friendly, convenient, clean","This is a superbly renovated textile warehouse which has retained original features. 2 min walk from Piccadilly station. Friendly, polite and helpful reception staff.. Well-equipped rooms and bathrooms with character. due to Covid-19 restrictions no Brasserie service but an amazing breakfast hamper is delivered to your room.",50,September 2020
ABode Manchester,Wonderful stay,"Polite, helpful and efficient staff. Superb rooms. Great experience. Cannot recommend The ABode highly enough. It will be even better when all facilities are open and available, once COVID-19 restrictions are lifted. ",50,September 2020
Clayton Hotel Manchester Airport,Stay aug. And sep 2020:,Always stay here. Best hotel at airport stay in other with long bridge not as good as this one Clayton great stay always top floor staying sep and aug 2021 booked clean tidy biggest bed ever staff very good car parking at hotel great. Nothing too much trouble for them,50,September 2020
Clayton Hotel Manchester Airport,FIRST RATE,"I can't speak more highly of this hotel. The staff are a great team who work hard to achieve a high level of welcome and support.  We booked a Stay and Park package, which was competitively priced. The room was clean and comfortable - and a little larger than some other rival hotels. The food was well prepared both in the lounge and at breakfast. Thanks to all - the cheerful reception staff, the accommodating F and B waiters, the keen to help bus drivers and a big cheer for the guy who managed to get my car going again after being parked five weeks in a wintry car park. Needless to say, everything was organised with a high Covid awareness.",50,December 2020
Clayton Hotel Manchester Airport,Excellent ,"I am a frequent visitor to the Clayton the service is outstanding, Rocco the bar manager and Karen in the restaurant are an credit to the hotel alway happy to help in any way. A very well run hotel in uncertain times  ",50,December 2020
Clayton Hotel Manchester Airport,Fabulous pre holiday stay,"This is the 2nd time we’ve stayed and it will now be our pre holiday hotel of choice! We stayed in a wheelchair adapted room and our deal included 3 course dinner, breakfast (2 people) and 8 days parking. Located within minutes of T1 and they offer a accessible shuttle bus free of charge. Will definitely stay here again 😀",50,December 2020
Clayton Hotel Manchester Airport,Friendly hotel,"Good hotel with great breakfast served early in the morning, waiting staff cannot be faulted, very attentive and helpful for your every need,especially Karen and Histina,many thanks for your good service.",50,December 2020
Premier Inn Manchester City Centre (Deansgate Locks) hotel,Bargain stay,"I booked last minute at a very good rate. The reception staff are friendly and courteous. The car park although it needs a good sweep, is a good facility on site for £5. Everything in the room was clean and tidy. The housekeeper did leave a cleaning cloth on the sofa. It’s a little dingy down the corridors and the rooms a little dated, but the bed was really comfy. I’d definitely stay again at the right price. ",40,October 2020
Premier Inn Manchester City Centre (Deansgate Locks) hotel,Better service than our previous five star hotel.,"Lovely Premier Inn. The staff are helpful, friendly and always seem happy. Even among the Covid restrictions they seem to have it right. Excellent location, value for money and service. Although rooms are not automatically serviced during Covid, if you request this it is done with no problem and any replenishment are actioned immediately. The location is fabulous and parking is cheap and accessible. Will definitely stay here again.",50,September 2020
Premier Inn Manchester City Centre (Deansgate Locks) hotel,Definitely recommend ,Used this hotel whilst dropping my daughter off at university. The hotel was very clean and Covid safe all things had been covered. One way system hand sanitizer extra cleaning which we witnessed. The rooms were clean and comfortable and All the staff were very welcoming and friendly. The breakfast was very good and again the staff were outstanding. Will definitely be going back.,50,September 2020
Premier Inn Manchester City Centre (Deansgate Locks) hotel,"friendly staff, great visit","Very friendly staff, nothing too much trouble, breakfast was first rate thanks to Darren the chef, and the breakfast ladies who waited on us treated us like we were royalty. Would definitely us this hotel again when in Manchester",50,August 2020
Premier Inn Manchester City Centre (Deansgate Locks) hotel,Great visit,"This was our first visit since lock down and we were unsure how it would be, but there was no need to worry, everything was fine. Reception was all set out with plenty of screens around & a one way system in operation. The room as usual were nice and clean. Next morning was our favorite part of the of our visit Breakfast time, been met in the dining room by Diane who showed us to our table & ran through how things were in the dinning room currently and bringing our cutlery and taking our order for our breakfast, passing our order to the kitchen where Astra the chef took over and cooked our breakfast which was great. Its always very nice seeing the famous Diane and having a nice chat with her. When we are in Manchester we always choose this hotel, it's a great hotel and all the",50,August 2020
DoubleTree by Hilton Manchester Piccadilly,Mrs park,"Stayed for a week and it was wonderful. Very covid safe, very clean,and the food is wonderful. I will definitely stay again. Recommend for families couples or singles. Staff are very friendly nothing to much bother. Breakfast fan bloody tactic",50,February 2021
DoubleTree by Hilton Manchester Piccadilly,Great hotel and very good Covid safety,"I stayed here twice, once for two nights and then again for one night. The digital key is great. Loved choosing my room and going straight to the room. You have to remember to collect your free drinks vouchers if you’re a Diamond member, I don’t understand why they cannot be placed in the room.  The distancing procedures are great and at night I saw they had a security guard insisting everyone in the public areas wore a mask.  The room was very clean and I noticed a lot of stuff that is normally there like the kettle and cups and glasses were removed, not sure why since surely they can be sterilized? I also noticed they stopped providing free newspapers, you used to be able to collect them from reception but obviously they have been removed but I would have expected my personal",50,August 2020
DoubleTree by Hilton Manchester Piccadilly,"Very clean, superb breakfast. Not valued as Honors guest","The room was okay, but a little cold despite the heating being on full all night. The heating didn’t heat the bathroom which meant is was very chilly.  However, the room was very clean, and relatively comfortable.  The breakfast was outstanding. It was hot, arrived at exactly the time for which I ordered it, and was very tasty. Superb offering during Covid - I was very impressed with this aspect.   Overall I didn’t feel particularly valued as a Hilton Honors Diamond guest - despite there being a better room available I wasn’t given this on check-in, and I did ask. This was resolved the next morning and I accepted a goodwill gesture, but I wanted an upgraded room rather than any gesture post-event.  The staff were friendly and welcoming and the front of house manager was",30,February 2021
DoubleTree by Hilton Manchester Piccadilly,Great hotel and very good Covid safety,"I stayed here twice, once for two nights and then again for one night. The digital key is great. Loved choosing my room and going straight to the room. You have to remember to collect your free drinks vouchers if you’re a Diamond member, I don’t understand why they cannot be placed in the room.  The distancing procedures are great and at night I saw they had a security guard insisting everyone in the public areas wore a mask.  The room was very clean and I noticed a lot of stuff that is normally there like the kettle and cups and glasses were removed, not sure why since surely they can be sterilized?   Since Manchester entered tier 3 they have had to implement room service for all food and this is really fantastic. The way they do this is really great and breakfast is free and",50,December 2020
DoubleTree by Hilton Manchester Piccadilly,Clean rooms with excellent front staff service,Front staff welcoming_ front staff Amar has been very kind. Quick check in. Clean room. Can do with disposable slippers in the room. Excellent breakfast.  I stayed there bcz gym's hours were still 24 hours and still serving room hotbreakfast despite tier 3 which not many hotels in the area are doing.,50,December 2020
Macdonald Manchester Hotel,Way home,A great thanks again to Mike Hall from Macdonalds Highland hotel for going beyond the call off duty for keeping his promise and arranging all which he has done through out such a professional at his best many thanks to you you Mr Hall and kind regards and never forgotten for all you help hope to see you soon and many thanks to all at the Manchester hotel ,50,August 2020
Macdonald Manchester Hotel,Always stay here when coming to Manchester - have done for years and still great,"We’ve been coming here for years and years and never had a ‘bad’ experience - a few issues along the way but where been a fair few times.   Every room has a large bath, filling in a few minutes with a separate shower which again is a huge walk in type and very powerful. Beds are king size and very comfortable, with plenty of pillows. There’s a flat screen tv, these are quite small for the room size but generally acceptable. Fixtures and fittings are getting slightly dated but we’ve not had a room yet where anything was in dire need or broken and never had to complain. Large panoramic windows throughout and full length blackout curtains complete all rooms.   Regarding parking, it’s a complete rip off at £25 a night, that’s almost half of the cost of a standard king room on",50,October 2020
Macdonald Manchester Hotel,Pre Wedding Evening,"Covid safe night before the wedding, my daughters and I had adjoining suites. The receptionist was friendly and very helpful, explaining the safety rules, room service and instructions on the breakfast hamper. The rooms were clean and comfortable and service was excellent especially given the reduced staff numbers and extra workload. Look forward to visiting in the new normal to add spa treatments to our experience. Thank you all.",50,October 2020
Macdonald Manchester Hotel,Great location,"Visited with my brother in April 2019. We were going to see the Manchester United vs Barcelona game. We traveled by train to Manchester and this hotel is right next to the station. It is easy to walk from the hotel to great locations. We got taxis for places further afield. Clean, nice hotel with lovely staff even at busy times.",50,November 2019
Macdonald Manchester Hotel,Terrible customer service! I can’t even stay in the room I’ve booked & paid for and they are refusing to refund me!,"I booked and paid for a double room back in March for a job interview. Obviously with the pandemic I had to reschedule. I was told I can change the date of my booking until December 2020 as the room was non refundable. I then moved the date to next weekend but I am unable to go as my area is under local lockdown. Even though they initially said I could keep moving the date to suit, The hotel is now refusing to let me move the date of my booking, even though they know I can’t go and stay there without breaking the lockdown restrictions. So they’ve just stole my money. Disgusting behaviour from such a large company!",10,October 2020
Britannia Manchester Hotel,Beautiful and very good value,I like the old world aesthetic of the grand looking hotel. I thought even the rooms looked rather and nice. They were quite homely. The staff was very pleasant and professional. I'd recommend it to anyone on a budget who likes good looking buildings. It's very good value.,50,November 2020
Britannia Manchester Hotel,DISGUSTING STAFF SECURITY ,The staff here are VERY VERY EXTREMELY RUDE we booked a room and they decided to kick us out with no valid reason when we were were leaving peacefully the security guard STRANGGLED ME and I have EPILEPSY that is a big trigger for my health when we tried to to talk about it calmly they responded in violence and started punching my friend bare in mind they are BIG BIG MAN and I am a 17 year girl WOULD NOT RECOMMEND ,10,September 2020
Britannia Manchester Hotel,Awful,Terrible hotel the room was dirty the wallpaper was grubby the curtains were hanging off the rail i know we are in the middle of covid but honestly the breakfast was not worth the effort they should not offer breakfast if they cannot offer something better,10,October 2020
Britannia Manchester Hotel,Annual Visit,"My wife & I have to travel to Manchester every 6 months, for hospital checks. We travel in on public transport, The hotel is just across from Piccadilly bus station, so very convenient.The March appiontmen we missed, so this could not be posponed. Because of the Covide virus, we were a bit apprehensive. About the travel &the hotel. but it was fine. The check-in at the hotel was quick, everything was spotless, the staff very reassuring, breakfast table service, The room clean, even the TV remote had a protective cover over it We have to wait until the hospital notifies us of the next appointment, then we have no hesitation to book. Again.",40,September 2020
